Year,Number of votes,Title,Screenwriter,Gender,Description,Agency,Agents,Management,Managers,Producer,Financier
2008,4,SAMURAI,Fernley Phillips,M,"Set in Japan during the 150 Year War, a ronin out for justice teams up with a ninja
and a green-eyed English boy to rid Japan of an evil Lord.  Their partnership becomes
the stuff of myth.”",CAA,Jay Baker,Energy Entertainment,Brooklyn Weaver,State Street Pictures,Fox Atomic
2008,4,THE SCAVENGERS,Nate Edelman,M,"Based on the play Playboy of the Western World by J.M. Synge. A ne’er-do-well Irish
twentysomething becomes infamous when he commits a haphazard murder and catches the
fancy of a brazen barmaid who, bored with her small town existence, sees him as the
rebel he always wanted to be and follows him on the run.”",UTA,"Rio Hernandez, Shana Eddy",Manage-ment,Dan Halstead,,
2008,4,SERIAL KILLER DAYS,Mark Carter,M,"A dark comedy blending stories of teen love and municipal corruption set against the
backdrop of a town plagued by a serial killer that decides to profit the only way it
can - by creating a festival and economy around the fact that they have a serial
killer.”",UTA,"Rio Hernandez, Keya Khayatian",New Wave Entertainment,Brad Mendelsohn,Hard C Productions,
2008,4,SHERLOCK HOLMES,Tony Peckham,M,"A dark, sophisticated take on Sherlock Holmes and his trusted number two, Dr. Watson.”",WME,Cliff Roberts,Anonymous Content,"Michael Sugar, Bard Dorros","Silver Pictures, Wigram Productions, Lin Pictures",Warner Brothers
2008,4,SWINGLES,"Duncan Birmingham, Jeff Roda",M,"After their best friends get engaged, a dedicated bachelor and a high-strung lawyer
team up to help each other get dates by giving revealing insights into the opposite sex
(thus inventing ‘swingling’) but complications ensue when they fall for each other.”",Endeavor,"Lis Rowinski, Adriana Alberghetti",,,Misher Films,Paramount
2008,4,TIL BETH DO US PART,"Jon Hurwitz, Hayden Schlossberg",M,"The friendship of two twentysomething men is put to the test when one of them becomes
engaged.”",CAA,"Todd Feldman, Greg McKnight",Principato/Young,"Dave Rosenthal, Paul Young",Principato/Young,Warner Brothers
2008,4,UNTITLED CHANNING TATUM PROJECT,Doug Jung,M,"A Los Angeles cop escorts a Korean gang leader back to South Korea. When the gang
leader escapes, killing the cop's partner in the process, he teams with a young Korean
gangster in a bloody pursuit of revenge that takes them through the dangerous and
exotic underworld of Seoul.”",UTA,"Charlie Ferraro, Barbara Dreyfus",New Wave Entertainment,Brad Mendelsohn,"Vertigo, Management 360",Fox Atomic
2009,47,The Muppet Man,Christopher Weekes,M,"The life and times of the late Jim Henson, the man behind Sesame Street and The Muppets. This moving story depicts the life of a creative genius, with occasional surreal appearances by the likes of Kermit and Miss Piggy.",WME,"Bill Weinstein, Adriana Alberghetti",Circle of Confusion,"Britton Rizzio, Lawrence Mattis, Kelly McCormack",,The Jim Henson Co.
2009,42,The Social Network,Aaron Sorkin,M,"The fascinating biographical elements of Shattered Glass meets the courtroom drama of Kramer vs. Kramer, without the tears. Sorkin cuts between Zuckerberg’s heated depositions with his former Harvard colleagues who claimed he stole Facebook from them and the chronological retelling of the company’s trip to becoming a billion-dollar enterprise.",WME,"Ari Emanuel, Jason Spitz",,,"Scott Rudin Productions, Michael De Luca Productions, Cean Chaffin, and Dana Brunetti",Sony Pictures
2009,40,The Voices,Michael R. Perry,M,"Jerry, a schizophrenic worker at a bathtub factory, accidentally kills an attractive woman from accounting. While trying to cover his bloody tracks, Jerry starts taking advice from his talking (and foul-mouthed) cat and dog.",UTA,"Charlie Ferraro, Jenny Maryasis",Kaplan/Perrone Entertainment,"Aaron Kaplan, Sean Perrone",,
2009,35,Prisoners,Aaron Guzikowski,M,"When his young daughter and her best friend vanish on Thanksgiving Day, a Christian survivalist named Keller Dover takes matters into his own hands, imprisoning and torturing a suspect whom the police have set free. But does Dover have the wrong man? And if he does, who really has his little girl?",WME,"David Karp, Rich Cook, Adam Levine",Madhouse Entertainment,,Kira Davis,Alcon Entertainment and Warner Bros
2009,27,Cedar Rapids,Phil Johnston,M,"Tim Lippy is a small-town insurance man who’s somehow made it to middle age without having quite done anything. Everything changes when he unexpectedly gets the chance to represent his company at the Cedar Rapids insurance convention, where comedy ensues, of course.",UTA,Jason Burns,Industry Entertainment,Eryn Brown,Ad Hominem Enterprises,Fox Searchlight
2009,24,Londongrad,David Scarpa,M,"an adaptation of Alan Cowell’s 2008 book The Terminal Spy: A True Story of Espionage, Betrayal and Murder, chronicling the life and strange death of Alexander Litvinenko. Remember in 2006, when that ex-Soviet spy was allegedly poisoned with radioactive tea at a London sushi joint? That’s him.",HML,"Bob Hohman, Bayard Maybank, Devra Lieb",,,"Initial Entertainment Group, Infinitum Nihil",Warner Brothers
2009,23,L.A. Rex,Will Beall,M,"Rookie LAPD officer Ben Halloran gets partnered with scarred and tobacco-spitting Officer Marquez, and the unlikely team hit the streets of L.A. on the brink of a gang-rivalry explosion. Amid run-ins with the Mexican mafia, brutal gang murders, and corrupt cops, we soon find that Halloran may not be as squeaky clean as his brand new badge.",CAA,"Shari Smiley, Jay Baker",Management 360,Darin Friedman,Scott Rudin,Paramount
2009,22,Desperadoes,Ellen Rapoport,F,"Wesley Robbins, a 30-something single attorney with an unhealthy obsession with coupling up, thinks she’s found the perfect man. But when he doesn’t call for days after the first time they sleep together she freaks out and sends him a scathing email, only to learn he’s been laid up in a Mexican hospital with some broken bones. On a whim, she and her girlfriends travel down south to erase the email before she ruins what she believes could be her one true love.",CAA,Jessica Matthews,Management 360,"Susan Bymel, Daniel Rapoport",Mark Gordon and Jason Blum,Universal
2009,21,The Gunslinger,John Hlavin,M,"When a Texas Ranger is horrifically tortured and killed, his sharp-shooter older brother, Sam Lee Hensley, plots revenge against the mysterious, sadistic leader of a notorious drug cartel. Sam Lee’s quest for vengeance will cost him seven years in prison, his right hand and one eye. It will imperil his young nephew and wreak havoc on the lives of those who love him. And it will not bring him peace.",UTA,Jason Burns,Benderspink,"Jill McElroy, Charlie Gogolak",Andrew Lazar,Warner Brothers
2009,19,By Way of Helena,Matt Cook,M,"Set in the south at the turn of the century, Texas Ranger David Kingston and his Mexican bride are sent down to the mysterious town of Helena to investigate the multiple Mexican bodies washing up in the river. What they discover is an idyllic-like town where everything is not as it seems.",WME,"Cliff Roberts, Danny Gabai",Anonymous Content,"Keith Redmon, Bard Dorros",Sergei Bodrov,
2009,19,The Days Before,Chad St. John,M,A man from the future keeps hopping one successive day into the past desperate to stop a vicious race of time-traveling aliens from wiping out humanity.,ICM,"Lars Theriot, Ava Jamshidi",,,Hollywood Gang Productions,Warner Brothers
2009,18,Doc and Howie Whack a Granny,Steve Leff,M,"Two men, Doc and Howie, inadvertently kill an elderly woman when they neglect to help her carry groceries up stairs. The incident puts them in position to get closer to the woman’s attractive granddaughters, and they struggle with deciding whether to tell the women the truth about the circumstances under which they met.”",UTA,Doug Johnson,Rain Management Group,"Jonathan Baruch, Geoff Silverman",Montecito Picture Company,
2009,17,When Corruption Was King,Frank Baldwin,M,"A scrappy lawyer from Chicago’s South Side rises to be a trusted attorney for the Outfit – the mob that controls the city through an elaborate web of bribery, voterigging and violence – until he turns state’s witness and brings the whole corrupt system to its knees",WME,Cliff Roberts ,Leverage Management,Michael Prevett,Temple Hill Entertainment,Paramount
2009,17,Pawn Sacrifice,Steve Knight,M,The life story of chess legend Bobby Fischer leading up to his historic world championship match against Boris Spassky.,CAA,"Brian Siberell, Sally Willcox",,,Maguire Entertainment,Sony
2009,15,Toy's House,Chris Galletta,M,"When fourteen year old Joe Toy and his buddies tire of their parents overbearing ways, they decide to build their own house in the woods, away from the restraints of the lives they have come to know",Gersh,Carolyn Sivitz,Anonymous Content,Bard Dorros,Big Beach Productions,
2009,14,Mixtape,Stacey Menear,M,"A thirteen year old outcast finds a mixtape that belonged to the deceased parents she never knew, accidentally destroys it, and uses the song list to go on a journey to find all the music in an attempt to get to know her parents",Paradigm,"Ida Ziniti, Valarie Phillips",Parallax Talent Management,Jim Wedaa,Jim Wedaa,
2009,13,The Isolate Thief,Kevin Leffler,M,"In the dead of winter in the middle of the U.S. Civil War, a young man tries to hide the gold he stole from rogue soldiers who have taken over his remote house.",ICM,Aaron Hart,Energy Entertainment,"Brooklyn Weaver, Adam Marshall",Hawk Koch,
2009,13,Book Smart,"Emily Halpern, Sarah Haskins",F,"Two overachieving high school seniors realize the only thing they haven’t accomplished is having boyfriends, and each resolves to find one by prom.",WME,"Lis Rowinski, Sharon Sheinwold",,,Handsomecharlie Films,Fox
2009,13,Motor City,Chad St. John,M,"A small time hood is framed and sent to prison, only to exact revenge years later",ICM,"Lars Theriot, Ava Jamshidi",,,Dark Castle Entertainment,Warner Brothers
2009,13,They Fall By Night,Zach Baylin,M,A burned out detective investigates the kidnapping of a socialite couple’s child.,ICM,Aaron Hart,Mosaic,Brent Lilley,Di Bonaventura Pictures,
2009,12,Celeste & Jesse Forever,"Rashida Jones, Will McCormack",B,A divorcing couple tries to maintain their friendship while they both pursue other people.,"UTA, Gersh","Keya Khayatian, David Kopple, Lindsay Porter",Brillstein Entertainment Partners,Andrea Pett-Joseph,Team Todd,Overture
2009,12,Neighborhood Watch,Jared Stern,M,"A suburban ‘neighborhood watch’ group, actually a front for dads to get some male bonding time away from the family, uncovers a plot bent on destroying the world.",WME,Jeff Gorin,Industrial Entertainment,Helena Hayman,21 Laps Entertainment,Fox
2009,12,Conviction,Jonathan Herman,M,"After serving five years in prison after a botched heist, a mastermind bank robber is forced by a tenacious FBI agent to entrap his former protege who has embarked on a multi-million-dollar bank-robbing spree.",WME,Mike Esola,Luber/Roklin ,Stephen Crawford,Silver Pictures,Warner Brothers
2009,11,Best Actress,"Michael Zam, Jaffe Cohen",M,"The story of the infamous career-long battle between screen legends Joan Crawford and Bette Davis, focusing on the on-set experience of the only film they ever made together WHATEVER HAPPENED TO BABY JANE",WME,"Adriana Alberghetti, Kimberly Bialek",Artist Talent Management,Renee Tab,Plan B,
2009,11,Betty's Ready,Jaylynn Bailey,F,"After she discovers that her boyfriend is gay, a high schooler, determined to lose her virginity before she goes to college, pursues several possible ‘candidates’ before she finds love with her geeky neighbor, who has always loved her.",HML,"Bob Hohman, Bayard Maybank, Devra Lieb",Circle of Confusion,"Britton Rizzio, Noah Rosen",,
2009,11,The Sitter,"Brian Gatewood, Alessandro Tanaka",B,"A suspended college student, living at home with his single mom, is talked into babysitting the three, young kids next door.",UTA,"Keya Khayatian, Charlie Ferraro",Brillstein Entertainment Partners,Michael De Luca Productions,Fox,
2009,11,Z for Zachariah,Nissar Modi,M,A sixteen-year-old girl named Ann Burden survives a nuclear war in a small American town,CAA,"Jay Baker, Josh Krauss",Energy Entertainment,"Angelina Chen, Brooklyn Weaver",Zik Zak Filmworks,
2009,11,Wenceslas Square,"Christopher Markus, Stephen McFeely",M,Based on the Arthur Phillips short story. Two spies fall in love while participating in separate Cold War missions in Prague during the 1980s.,UTA,"Charlie Ferraro, Keya Khayatian",,,"Endgame Entertainment, This American Life",
2009,10,Balls Out,Tim Talbott and Malcolm Spellman,M,"When insurance salesman Jim Simmers has a near death experience, he decides that nothing matters except getting a promotion, a new car, and the hot girl from work. Jim’s new attitude alienates his friends and co-workers, and he must figure out how to live his new life without losing his old one.",Paradigm,"Trevor Astbury, Mark Ross",The Schiff Company,Nicole Romano,,
2009,10,Buried,Chris Sparling,M,A civilian contractor in Iraq is kidnapped and awakens to find himself buried in a coffin in the desert.,UTA,"Charlie Ferraro, Doug Johnson",Kaplan/Perrone,"Aaron Kaplan, Sean Perrone","Dark Trick Films, The Safran Company, Versus Entertainment",
2009,10,The Diversification of Noah Miller,"Adam Cole-Kelly, Sam Pitman",M,A liberal New Yorker realizes he isn’t as open-minded as he thinks he is and sets out to make a black friend.,WME,"Mike Esola, Bill Weinstein",Management 360,Darin Friedman,"34th Street Films, Radar Pictures",
2009,10,The Girl With the Red Riding Hood,David Leslie Johnson,M,"A Gothic imagining of the classic fairy tale in which a young woman is confronted by a werewolf, this time with a teenage love triangle at its center.",Paradigm,Chris Smith,,,Appian Way Productions,Warner Brothers
2009,10,My Mother's Curse,Dan Fogelman,M,"The young inventor of a new organic cleaning product invites his mother on a crosscountry road trip as he tries to sell his product to marketing outlets. His ulterior motive is to reunite her with a man she loved when she was young, and her motive is to help him overcome his ‘curse’ of non-commitment in relationships, for which she blames herself.",WME,Danny Greenberg,Industry Entertainment,Eryn Brown,Michaels Goldwyn,Paramount
2009,10,Restless,Jason Lew,M,A tale of young love between a teenage boy and girl who share a preoccupation with mortality.,WME,Adam Levine,Crestview Entertainment,Eric Black,Imagine Entertainment,Sony
2009,10,Streets On Fire,Justin Britt-Gibson,M,"Two cops, reluctantly partnered, try to bring down a drug syndicate while navigating the streets of Chicago.",Gersh,Sean Barclay,Media Entertainment Group,Chris Davey,Katalyst Films,
2009,10,Take This Waltz,Sarah Polley,F,A young woman struggles with her infidelities and the budding realization that she may be addicted to the honeymoon period of her relationships.,WME,Gaby Morgerman,D/F Management ,Frank Frattaroli,Susan Cavan,
